kind,task,machine_selectable,process_time
10,4,"(16, 2, 3, 0, 10, 8, 4, 7, 14, 1, 12, 18, 19, 13, 17, 5, 9, 15, 6, 11)","(9, 2, 17, 9, 12, 14, 11, 9, 14, 10, 1, 13, 10, 17, 15, 4, 12, 17, 9, 15)"
10,5,"(0, 17)","(9, 15)"
11,0,"(8, 7, 13, 4, 16, 2, 19, 14, 3, 18)","(2, 3, 15, 3, 1, 4, 19, 20, 5, 9)"
11,1,"(13, 10, 15, 5, 7)","(8, 6, 18, 16, 9)"
11,2,"(12, 11, 5, 16, 19, 6, 18, 7, 9, 4, 15, 2, 17, 1, 8, 13)","(3, 12, 3, 14, 12, 2, 4, 16, 16, 11, 7, 11, 15, 1, 19, 14)"
11,3,"(18, 13, 1, 5, 11, 15, 2, 9, 16, 7, 17, 8, 19, 0, 10, 4)","(3, 5, 10, 18, 4, 3, 4, 18, 15, 5, 2, 7, 19, 13, 11, 11)"
11,4,"(13, 9, 14, 19, 12, 15, 16, 10, 8, 4, 1, 17, 11, 18, 3, 6, 5)","(19, 2, 11, 16, 2, 11, 6, 3, 4, 15, 18, 1, 2, 18, 15, 9, 7)"
11,5,"(14, 6, 9, 4, 8, 2, 5, 12, 19, 18, 7, 11, 17, 16, 0, 3)","(16, 2, 1, 17, 6, 2, 8, 5, 19, 18, 18, 18, 18, 10, 15, 18)"
11,6,"(16, 11, 8)","(9, 12, 6)"
12,0,"(15, 12, 1, 11, 19, 4, 2, 7, 6, 13, 16)","(7, 16, 15, 7, 8, 2, 7, 11, 7, 17, 7)"
12,1,"(11, 15, 0, 10, 9, 18, 1, 16, 7, 4, 19, 17, 3, 6, 8)","(4, 2, 2, 5, 14, 5, 2, 1, 15, 17, 11, 2, 15, 2, 16)"
12,2,"(13, 18)","(10, 2)"
12,3,"(5, 14, 2, 3, 7, 10, 18, 19, 13, 4, 17, 15, 12)","(1, 5, 4, 12, 9, 1, 11, 7, 15, 11, 8, 16, 13)"
12,4,"(19, 15, 8, 6, 11, 16, 13)","(4, 5, 10, 12, 15, 6, 2)"
12,5,"(1, 12, 13, 2, 3, 16, 9, 14, 7, 11, 0, 18, 17, 10)","(5, 19, 15, 6, 4, 4, 19, 13, 11, 19, 16, 11, 14, 19)"
