kind,task,machine_selectable,process_time
7,0,"(1, 12, 2, 5, 7, 6, 0, 8, 11, 13, 14, 4, 9)","(5, 13, 15, 15, 16, 15, 12, 2, 7, 4, 5, 14, 2)"
7,1,"(6, 11, 1, 14, 8, 10, 5, 0, 7, 12)","(8, 11, 15, 2, 5, 1, 6, 8, 9, 16)"
7,2,"(13, 11, 7, 5, 3, 0, 2, 10, 8, 9)","(8, 7, 18, 13, 18, 18, 20, 10, 16, 15)"
7,3,"(4,)","(20,)"
7,4,"(2, 1, 12, 14, 6, 9, 3, 4, 8, 13, 10, 11, 7)","(6, 7, 16, 17, 2, 13, 8, 17, 20, 19, 11, 9, 19)"
7,5,"(4, 14, 13, 9, 0, 6, 11, 5, 10, 8)","(6, 12, 17, 13, 14, 17, 9, 13, 3, 16)"
7,6,"(0, 3, 6, 4)","(19, 17, 9, 8)"
8,0,"(10, 12, 2, 6, 4, 0, 13, 11, 7, 1, 8, 14, 5, 3)","(4, 1, 6, 6, 8, 20, 5, 13, 18, 16, 5, 18, 1, 19)"
8,1,"(13, 10, 12, 3, 1, 0, 4, 11, 9, 6, 2, 14, 7, 8)","(20, 5, 19, 20, 7, 3, 10, 16, 19, 7, 13, 18, 3, 12)"
8,2,"(6, 7, 13, 11, 4, 1)","(6, 8, 9, 8, 16, 6)"
8,3,"(1, 7, 0, 13, 9)","(8, 3, 2, 17, 1)"
8,4,"(6,)","(20,)"
8,5,"(12, 9)","(9, 11)"
8,6,"(10, 14, 12, 9, 2, 7, 8, 3)","(7, 20, 20, 5, 10, 10, 11, 13)"
8,7,"(2, 12, 7, 11, 10, 4, 14, 1)","(3, 18, 17, 18, 12, 20, 3, 13)"
9,0,"(9, 2, 7, 6, 5, 0, 12, 1, 14, 11, 3, 8, 10, 4, 13)","(15, 17, 13, 16, 3, 13, 19, 7, 8, 16, 14, 12, 18, 17, 1)"
9,1,"(9, 12)","(17, 17)"
9,2,"(13, 9, 5, 10)","(10, 5, 18, 7)"
9,3,"(5, 0, 2, 1, 4, 10, 7, 3, 14, 12, 6, 11, 13, 9, 8)","(14, 6, 3, 3, 11, 9, 3, 3, 4, 18, 2, 13, 19, 15, 6)"
9,4,"(10, 8, 12, 4, 0, 5, 14, 1, 2, 9)","(5, 13, 14, 17, 14, 2, 14, 5, 11, 14)"
9,5,"(9, 14, 11, 13)","(7, 13, 20, 1)"
10,0,"(0, 2, 3, 1)","(15, 16, 5, 5)"
10,1,"(6, 1, 3, 14, 5, 13, 2, 4, 10, 0, 11, 8, 9, 12, 7)","(17, 1, 20, 4, 11, 20, 19, 19, 14, 18, 15, 18, 6, 1, 16)"
10,2,"(9, 3, 13)","(19, 10, 19)"
10,3,"(4, 3, 10, 0, 6, 11)","(8, 17, 1, 3, 13, 6)"
10,4,"(5, 3)","(8, 9)"
10,5,"(1, 13, 12, 4, 14, 3, 6, 11)","(16, 17, 9, 9, 18, 9, 7, 15)"
10,6,"(0, 2)","(17, 19)"
10,7,"(0, 4, 2, 7, 11, 14, 1, 9, 10, 8, 6, 3, 12, 13)","(20, 7, 4, 10, 4, 16, 18, 15, 7, 3, 15, 5, 7, 15)"
10,8,"(5, 12, 6, 13, 10, 0, 9, 4)","(1, 17, 6, 12, 17, 2, 18, 13)"
10,9,"(12, 14, 5, 0, 11, 13, 7, 6, 9, 1)","(9, 7, 1, 18, 12, 13, 8, 10, 11, 3)"
11,0,"(13, 11, 2, 14, 7, 12, 1, 10, 4)","(20, 6, 17, 6, 19, 9, 1, 6, 6)"
11,1,"(13, 6, 7, 12, 14, 10, 3, 11, 2, 5, 0)","(19, 2, 4, 13, 5, 13, 13, 20, 4, 12, 19)"
11,2,"(0,)","(7,)"
11,3,"(9, 11, 5, 10, 2, 14, 13, 12, 3, 7, 6)","(16, 16, 16, 13, 16, 17, 13, 18, 17, 20, 10)"
11,4,"(4, 10)","(19, 10)"
12,0,"(2, 12, 1, 7, 5, 3, 6, 10, 11, 4, 14, 0, 9, 13, 8)","(14, 15, 5, 12, 7, 16, 19, 1, 3, 8, 8, 9, 15, 10, 8)"
12,1,"(3, 8, 13, 4)","(11, 9, 17, 3)"
12,2,"(10, 5, 11, 13, 4, 9, 2, 7, 12, 8, 0, 1, 3, 14)","(6, 16, 19, 13, 10, 14, 13, 19, 13, 3, 16, 7, 14, 1)"
12,3,"(7, 14, 3, 2, 6, 1, 4, 12, 11, 5, 10, 8, 9, 0, 13)","(9, 3, 19, 13, 17, 10, 12, 7, 17, 8, 6, 2, 2, 14, 9)"
12,4,"(12, 9, 2, 1, 0, 14, 10, 4, 3, 6, 11, 7)","(14, 4, 18, 11, 1, 1, 2, 2, 14, 16, 18, 7)"
12,5,"(10, 8, 1, 5, 4, 3, 0, 11, 12, 9, 6)","(18, 12, 20, 7, 5, 5, 15, 11, 5, 4, 17)"
12,6,"(9, 7, 4, 3, 1, 13, 8, 11)","(19, 16, 18, 6, 12, 19, 11, 3)"
13,0,"(3, 6, 0, 7, 9, 10, 5, 2, 11)","(13, 12, 5, 13, 13, 6, 19, 20, 20)"
13,1,"(4,)","(7,)"
13,2,"(11, 14, 0, 8, 3, 2, 12, 4, 10, 1, 9, 6, 13, 5)","(14, 15, 14, 8, 1, 16, 20, 19, 11, 5, 16, 4, 19, 15)"
13,3,"(9, 12, 6, 3, 11, 8, 14, 7, 5, 13)","(10, 13, 19, 19, 4, 4, 1, 8, 19, 7)"
13,4,"(10, 6, 2, 7)","(9, 20, 5, 5)"
13,5,"(13, 4, 7)","(2, 4, 15)"
13,6,"(9, 5)","(15, 2)"
13,7,"(3, 14, 12)","(18, 12, 16)"
13,8,"(13, 10, 14, 1, 11, 3)","(5, 7, 11, 6, 1, 13)"
13,9,"(9, 3, 14, 11, 1, 0, 6, 7, 12, 13, 5)","(8, 19, 5, 17, 3, 5, 12, 12, 2, 6, 17)"
