kind,task,machine_selectable,process_time
4,0,"(1, 10, 8, 12, 9, 4, 0, 5, 11, 7, 2, 6, 13, 14)","(17, 4, 2, 16, 16, 13, 11, 9, 13, 1, 7, 14, 8, 17)"
4,1,"(6, 5, 10, 9)","(9, 13, 15, 3)"
4,2,"(13, 12, 0, 9, 11, 14, 10, 6, 2, 3, 1, 4)","(17, 6, 16, 16, 11, 18, 11, 16, 2, 4, 5, 15)"
4,3,"(2, 4, 6, 3, 9, 10, 12, 11, 0, 5, 14, 13)","(13, 19, 4, 6, 17, 15, 2, 7, 12, 2, 5, 17)"
4,4,"(12, 7, 6, 11, 10, 9, 1, 13, 0)","(16, 8, 4, 7, 2, 2, 20, 4, 2)"
4,5,"(14, 10, 5, 8, 13, 9, 11, 3, 7, 2, 4, 6, 0, 1, 12)","(15, 4, 3, 13, 14, 5, 12, 16, 15, 20, 11, 7, 5, 3, 6)"
5,0,"(12, 11, 5, 13, 0, 1, 8, 4, 3, 14, 7, 2, 9, 10, 6)","(7, 15, 15, 10, 1, 2, 18, 17, 8, 7, 10, 1, 1, 18, 20)"
5,1,"(10, 3, 13, 5, 7)","(18, 13, 11, 20, 10)"
5,2,"(5, 14, 9)","(12, 8, 6)"
5,3,"(12, 9, 6, 8, 4, 0, 7, 11, 3, 2, 13, 14, 10, 1)","(3, 11, 9, 10, 17, 6, 19, 13, 19, 11, 18, 8, 6, 1)"
5,4,"(4,)","(16,)"
5,5,"(7, 6, 14)","(12, 2, 11)"
5,6,"(3, 14, 13, 0, 12, 11, 1, 6, 7, 8)","(8, 14, 20, 19, 1, 14, 2, 13, 17, 5)"
5,7,"(3, 7, 12, 13, 9, 14, 8, 5, 0, 1)","(15, 13, 17, 11, 16, 19, 1, 6, 13, 18)"
5,8,"(11, 8, 2, 4, 14, 0, 6, 7, 10, 5, 9, 1)","(12, 8, 14, 9, 17, 16, 17, 7, 9, 12, 9, 14)"
6,0,"(2, 10, 6, 3, 4, 11, 1, 9)","(18, 16, 5, 6, 4, 8, 7, 5)"
6,1,"(4, 1, 13, 6, 9, 8, 11, 3, 12, 5, 14, 0)","(6, 4, 15, 1, 19, 3, 8, 20, 16, 20, 18, 20)"
6,2,"(13, 7, 10, 4, 8, 9, 1, 12, 0, 3, 6, 14, 5, 11, 2)","(8, 1, 10, 9, 16, 18, 19, 14, 8, 9, 10, 20, 7, 5, 13)"
6,3,"(11, 12)","(6, 7)"
6,4,"(0, 4, 12, 10, 14, 9, 1, 5, 7, 13)","(2, 14, 12, 18, 15, 4, 11, 14, 12, 1)"
6,5,"(14, 2, 9, 3, 7, 8, 12, 0)","(4, 15, 20, 4, 9, 9, 18, 20)"
6,6,"(5, 11, 10, 1, 4, 9, 7, 6, 8, 14, 12, 2, 13, 3)","(9, 2, 2, 16, 15, 3, 1, 10, 12, 20, 18, 11, 15, 11)"
6,7,"(2, 9, 7)","(13, 5, 19)"
6,8,"(9, 4, 13, 1, 10, 2, 3, 14, 6, 0, 8, 12, 5)","(6, 13, 17, 1, 12, 10, 5, 14, 8, 7, 3, 12, 18)"
7,0,"(3, 12, 5, 13, 4, 0, 9, 14, 6, 11, 8, 10)","(17, 16, 1, 2, 8, 5, 18, 15, 6, 11, 16, 7)"
7,1,"(12, 0, 1, 8, 7, 9)","(1, 16, 9, 19, 18, 6)"
7,2,"(12, 5, 14, 0, 3, 4, 7, 1, 2, 6, 10, 9)","(8, 7, 1, 18, 11, 12, 17, 10, 18, 20, 13, 17)"
7,3,"(7, 5, 1, 14, 13, 8, 4)","(18, 7, 18, 7, 11, 6, 6)"
7,4,"(11, 7, 2, 14, 10, 1, 3, 9, 8, 0)","(15, 4, 13, 4, 6, 9, 20, 7, 13, 9)"
8,0,"(10,)","(20,)"
8,1,"(6, 8)","(9, 13)"
8,2,"(14, 6, 13, 1, 3, 10, 2)","(11, 18, 14, 14, 9, 20, 16)"
8,3,"(14, 3, 4, 13)","(3, 14, 8, 7)"
8,4,"(14, 8, 5, 7, 13, 10)","(13, 5, 9, 20, 20, 18)"
8,5,"(7,)","(16,)"
8,6,"(10, 4, 7, 1, 14, 8, 6)","(5, 8, 19, 2, 15, 5, 2)"
8,7,"(14, 4, 11, 5, 1, 10, 9, 12)","(4, 1, 3, 20, 5, 7, 18, 11)"
8,8,"(8, 13, 10, 9, 2, 6, 1, 11, 14, 0, 3, 4, 7, 12)","(13, 14, 9, 11, 13, 12, 17, 3, 2, 6, 10, 14, 5, 14)"
8,9,"(14, 11, 9, 5, 2, 1, 10, 6, 4, 13, 3)","(14, 13, 14, 16, 2, 19, 5, 17, 3, 13, 17)"
