kind,task,machine_selectable,process_time
8,3,"(6, 12, 0, 3, 1, 11, 14, 10, 2, 13, 8, 5)","(14, 17, 16, 12, 14, 14, 20, 3, 19, 12, 6, 4)"
8,4,"(0, 8, 12, 10, 13)","(19, 2, 17, 5, 19)"
8,5,"(0, 13, 8, 1, 14)","(18, 14, 7, 10, 11)"
8,6,"(13, 0, 8, 7, 12, 11, 4, 3, 14, 10, 5)","(12, 5, 20, 3, 19, 4, 8, 18, 2, 17, 9)"
9,0,"(4, 11, 9, 0, 14, 8, 12, 2, 13, 5)","(12, 9, 5, 4, 11, 7, 5, 2, 15, 2)"
9,1,"(14, 9, 8, 7, 6, 11, 0, 5)","(14, 13, 13, 12, 3, 7, 12, 8)"
9,2,"(10, 6, 5, 4, 3, 9, 2, 11, 8, 0, 12, 14, 1, 13)","(17, 7, 2, 6, 3, 5, 6, 4, 3, 20, 12, 14, 12, 2)"
9,3,"(1, 11, 3, 2, 13, 4, 7, 14, 8, 10)","(3, 7, 7, 19, 7, 4, 4, 11, 14, 7)"
9,4,"(9, 0, 11)","(6, 1, 7)"
9,5,"(11, 0, 9, 14, 5, 1, 10, 6, 12, 8, 7, 13, 3, 4)","(14, 13, 10, 19, 18, 9, 3, 1, 7, 7, 15, 9, 13, 13)"
