kind,task,machine_selectable,process_time
5,3,"(12, 1, 2, 7, 8, 10, 19, 6, 0, 17, 16, 11, 9, 3, 4, 15, 14, 5, 18, 13)","(4, 13, 4, 12, 1, 14, 12, 15, 12, 16, 5, 6, 18, 20, 6, 15, 12, 10, 4, 11)"
5,4,"(0, 19, 11, 13, 6, 17, 8, 16, 9, 3, 18, 10, 12, 7, 1, 5, 4, 2, 14, 15)","(8, 20, 3, 14, 12, 8, 2, 7, 16, 6, 7, 8, 5, 5, 20, 16, 10, 19, 1, 15)"
5,5,"(15, 6, 10, 2, 17, 8, 9, 11, 14)","(16, 1, 3, 8, 5, 4, 7, 14, 1)"
5,6,"(15, 8, 5, 16, 0, 9, 11, 14, 19, 6, 4, 2, 13, 1, 18, 12, 7, 3, 10)","(18, 13, 7, 4, 11, 10, 6, 20, 7, 9, 18, 2, 11, 4, 6, 16, 4, 10, 8)"
5,7,"(8, 13, 9, 6, 7, 15, 3, 10, 18)","(5, 4, 1, 20, 9, 3, 7, 14, 9)"
6,0,"(12, 0, 16, 15, 19)","(4, 15, 7, 2, 10)"
6,1,"(7, 6, 15, 18, 19, 16, 3, 2, 12, 14, 17, 1, 5, 9, 4, 8, 0, 10, 11)","(6, 2, 5, 14, 1, 5, 20, 18, 18, 2, 12, 20, 15, 13, 15, 9, 14, 19, 13)"
6,2,"(14, 1, 15, 6, 3, 11, 18)","(6, 7, 5, 20, 1, 4, 20)"
6,3,"(2, 12, 17, 7, 5, 11)","(10, 15, 7, 14, 18, 1)"
6,4,"(2, 13, 10, 3, 5, 9, 14, 15, 0, 18)","(14, 2, 18, 5, 15, 6, 20, 8, 2, 15)"
7,0,"(6, 7, 8, 16, 9, 3, 12, 11, 18, 0)","(10, 13, 2, 17, 6, 17, 1, 15, 6, 17)"
7,1,"(1, 13, 11, 6, 5, 17, 14, 18, 3, 19, 2, 8)","(18, 19, 11, 14, 11, 4, 14, 14, 18, 6, 14, 14)"
7,2,"(4, 3, 18, 10, 7, 9, 0, 8, 1, 5, 19, 16, 11, 6, 12, 13, 17, 14)","(18, 8, 10, 13, 14, 13, 8, 16, 8, 8, 12, 12, 9, 16, 16, 14, 9, 1)"
7,3,"(6, 3, 19, 10, 7, 16, 11, 2, 9, 8, 5, 0, 17, 13, 14, 18, 12)","(3, 15, 7, 1, 4, 20, 18, 20, 11, 18, 15, 15, 14, 13, 16, 9, 20)"
7,4,"(10, 16, 6, 17, 0, 7, 9, 4, 18, 8, 5, 19, 15, 3, 11, 12, 14, 2, 1, 13)","(5, 15, 3, 14, 3, 16, 5, 16, 12, 3, 8, 13, 10, 20, 1, 12, 18, 17, 8, 5)"
7,5,"(7, 10, 11, 9, 6, 0, 5, 8, 2, 14, 12, 16, 18, 1, 4, 19, 17, 3, 15, 13)","(18, 18, 3, 5, 15, 10, 15, 7, 13, 4, 18, 8, 10, 17, 5, 12, 19, 3, 12, 18)"
7,6,"(17, 2, 19, 4, 14, 1, 12, 16, 9, 6, 11, 15)","(15, 4, 4, 11, 8, 12, 20, 7, 1, 17, 6, 10)"
7,7,"(17, 14, 3, 15, 7, 10, 13, 5, 19, 2, 1, 11)","(13, 13, 19, 1, 19, 9, 1, 14, 2, 13, 14, 9)"
8,0,"(8, 0, 2, 10, 11, 14, 6, 17, 13, 16, 7, 1, 3, 15, 9)","(20, 10, 13, 8, 13, 5, 20, 14, 8, 11, 2, 3, 11, 17, 11)"
8,1,"(3, 8, 5, 10, 11, 2)","(15, 12, 18, 4, 7, 4)"
8,2,"(17, 3, 18, 1, 16, 12, 0, 15)","(17, 17, 20, 16, 13, 19, 14, 3)"
8,3,"(1, 2, 8, 12, 19, 13, 0)","(10, 2, 9, 14, 18, 19, 6)"
8,4,"(17, 11, 0, 10, 1, 6, 9, 4, 14, 5, 19, 12, 13, 16, 18, 3, 2, 8)","(8, 10, 8, 18, 9, 18, 10, 18, 9, 14, 20, 16, 9, 3, 3, 13, 12, 7)"
8,5,"(13, 8, 14, 4, 11, 2, 7, 17)","(9, 4, 5, 4, 14, 2, 19, 16)"
8,6,"(8, 0, 9)","(16, 6, 14)"
8,7,"(13, 8, 0, 12, 10, 17, 14, 11, 3, 18, 2, 4, 6, 7)","(16, 13, 9, 3, 4, 11, 20, 17, 11, 5, 13, 17, 5, 18)"
8,8,"(11, 9, 13, 15, 18, 7, 2, 1, 6, 12, 8)","(19, 2, 4, 13, 18, 10, 8, 14, 14, 9, 19)"
9,0,"(15, 9, 1, 11)","(9, 8, 11, 9)"
9,1,"(15, 18, 19, 12, 13, 5, 14, 11, 2, 4, 9, 0, 7, 16)","(17, 16, 11, 7, 7, 14, 3, 4, 18, 1, 18, 3, 5, 18)"
9,2,"(15, 1, 3, 9, 17, 14, 2)","(16, 8, 12, 18, 1, 9, 16)"
9,3,"(12, 3, 0, 4, 16, 2, 18, 9, 14, 6, 11, 5, 7, 1, 17, 19, 15)","(20, 11, 16, 2, 14, 16, 9, 19, 13, 10, 9, 19, 3, 14, 12, 14, 9)"
9,4,"(16, 3, 4, 11, 1, 19, 8, 5, 7, 2, 9, 0, 14, 12, 13, 17, 6, 15, 18)","(18, 6, 12, 18, 4, 16, 7, 13, 19, 4, 12, 19, 7, 14, 19, 12, 14, 7, 3)"
9,5,"(7, 17, 3, 0, 4, 10, 15, 9, 2, 13, 8, 1, 12, 19, 11, 6, 16, 14, 5, 18)","(14, 14, 17, 19, 19, 9, 20, 10, 8, 8, 17, 3, 10, 2, 11, 17, 6, 1, 5, 15)"
9,6,"(9, 2, 0, 7, 17, 3, 11, 18, 6, 4)","(18, 6, 17, 4, 2, 4, 2, 4, 5, 4)"
9,7,"(16, 1, 4, 10, 18, 7, 12)","(20, 15, 15, 8, 18, 2, 1)"
9,8,"(6, 0, 17, 9, 2, 7, 5)","(10, 14, 1, 7, 17, 4, 12)"
9,9,"(19,)","(3,)"
10,0,"(6, 5, 2, 17, 18, 1, 16, 10, 7, 11, 3, 19, 8, 15, 13, 9)","(9, 13, 19, 12, 19, 8, 20, 9, 6, 6, 6, 12, 10, 3, 17, 5)"
10,1,"(18, 8, 6, 9, 14, 5, 15, 13, 17, 19, 3, 1, 12, 4, 11, 2, 10, 16)","(2, 20, 5, 4, 1, 2, 10, 2, 3, 19, 12, 10, 13, 10, 13, 8, 6, 1)"
10,2,"(13, 1, 15, 3, 11, 10, 9, 19, 0, 2, 4, 17, 14, 5, 12, 8)","(3, 2, 9, 11, 14, 13, 9, 14, 2, 14, 14, 8, 13, 5, 16, 18)"
10,3,"(16, 19, 6, 15, 4, 18, 5, 8, 11, 2, 13, 0, 14, 9, 10, 12, 3, 17, 1, 7)","(12, 19, 11, 2, 19, 16, 12, 14, 20, 13, 6, 12, 1, 18, 8, 4, 5, 8, 1, 1)"
10,4,"(7, 14, 0, 3, 12, 8, 17, 2)","(17, 18, 19, 3, 3, 2, 14, 14)"
10,5,"(18, 13, 2, 5, 0, 6, 9, 7, 8, 17, 10, 1, 12, 4, 14, 3, 11, 16, 19, 15)","(8, 11, 5, 20, 5, 16, 20, 18, 1, 13, 6, 20, 2, 12, 10, 18, 13, 5, 8, 1)"
10,6,"(12, 16)","(16, 11)"
10,7,"(2, 4, 18, 19, 3, 5, 16, 1, 8, 6, 0, 15)","(19, 9, 12, 15, 17, 10, 17, 18, 16, 5, 14, 8)"
10,8,"(10, 7, 12, 13, 19, 14, 16, 1, 3, 5, 17, 0, 15, 4, 9, 2)","(15, 19, 18, 17, 4, 16, 14, 13, 20, 11, 14, 15, 11, 7, 8, 2)"
11,0,"(11, 16, 10, 15, 1, 12, 5, 14, 13, 3, 2, 9, 4, 0)","(18, 4, 9, 7, 7, 17, 5, 10, 11, 19, 3, 2, 8, 5)"
11,1,"(2, 19, 11, 13, 17, 12, 15, 6, 9, 14, 5, 0, 18, 1, 3)","(8, 14, 18, 4, 2, 3, 13, 20, 20, 13, 3, 16, 16, 7, 13)"
11,2,"(10,)","(4,)"
11,3,"(13, 16, 14, 7, 18, 12, 1, 10, 5)","(7, 18, 8, 11, 16, 10, 16, 15, 8)"
11,4,"(15, 8, 14, 4, 11)","(6, 6, 17, 3, 17)"
