kind,task,machine_selectable,process_time
6,0,"(2, 19, 0, 1, 8, 15, 12, 6, 3)","(2, 12, 2, 12, 9, 19, 17, 18, 12)"
6,1,"(14, 11, 3, 4, 16, 15, 6, 13)","(12, 2, 16, 4, 20, 13, 16, 6)"
6,2,"(9, 1, 13, 11, 16, 18, 0, 15, 7, 2, 19, 8, 3, 17, 5, 14, 6, 12)","(15, 4, 8, 8, 17, 15, 6, 15, 4, 14, 2, 5, 12, 5, 18, 7, 11, 8)"
6,3,"(15, 7, 4, 1, 16, 9, 3, 10, 0, 12, 19, 5, 6, 17, 13, 14, 18, 2, 11)","(8, 14, 10, 13, 12, 7, 3, 1, 11, 8, 7, 20, 8, 3, 4, 3, 2, 14, 7)"
6,4,"(16, 4, 1, 14, 19, 0, 11, 15, 10, 18, 3)","(6, 12, 6, 6, 9, 5, 17, 13, 18, 14, 20)"
7,0,"(5, 11, 0, 1, 19)","(4, 16, 10, 20, 4)"
7,1,"(11, 1, 14, 4, 0, 18, 3, 13, 8, 15, 6, 2, 10, 7, 9, 5, 16, 17, 12, 19)","(14, 5, 15, 8, 2, 1, 5, 8, 1, 17, 20, 13, 12, 11, 3, 11, 20, 11, 6, 1)"
7,2,"(16, 11, 18, 13, 3, 12)","(15, 14, 15, 1, 9, 9)"
7,3,"(3, 15, 7, 1, 19, 11, 18, 13, 8, 2, 9, 4, 0, 16, 10)","(14, 4, 1, 16, 14, 11, 15, 17, 18, 16, 14, 16, 8, 12, 13)"
7,4,"(1, 10, 16, 0, 2)","(10, 20, 8, 16, 15)"
7,5,"(4, 6, 16)","(9, 7, 20)"
8,0,"(2, 4, 1, 12, 0, 18)","(18, 10, 3, 13, 10, 4)"
8,1,"(18, 14, 7, 8, 15, 17, 2, 19, 12, 3, 4, 6, 5, 11, 13, 1, 9)","(6, 8, 4, 4, 9, 19, 3, 4, 20, 19, 10, 10, 9, 16, 11, 16, 4)"
8,2,"(4, 2, 10, 5, 19, 9, 11, 6, 16, 14, 3, 15, 7, 8, 1, 18, 17)","(20, 10, 20, 17, 6, 17, 10, 16, 15, 20, 19, 15, 19, 15, 18, 7, 14)"
8,3,"(1, 13, 18, 10, 17, 15, 7, 3, 4, 16, 14, 19, 6, 11, 0, 2, 9, 8, 5)","(5, 18, 6, 1, 15, 6, 17, 8, 3, 8, 3, 8, 1, 15, 14, 13, 10, 8, 7)"
8,4,"(17, 12, 16, 1, 9, 3, 5, 6, 0, 18, 2, 13, 19, 10)","(13, 8, 4, 6, 12, 20, 13, 10, 10, 7, 12, 17, 8, 11)"
8,5,"(13, 15, 4)","(10, 3, 4)"
8,6,"(8,)","(1,)"
8,7,"(2, 12, 9, 0, 4, 16, 7, 14, 5, 11, 10, 6, 17, 18, 13, 8, 15, 1, 3, 19)","(5, 17, 17, 12, 4, 12, 13, 6, 19, 20, 5, 5, 18, 1, 2, 3, 11, 7, 18, 15)"
9,0,"(6, 0, 1, 8, 15, 12)","(10, 15, 13, 15, 6, 5)"
9,1,"(8, 3, 6, 15, 9, 5, 11, 10, 14, 7, 18, 2, 17, 0)","(19, 11, 18, 12, 9, 4, 9, 18, 13, 19, 16, 7, 9, 12)"
9,2,"(19, 17, 11, 13, 10, 0, 6, 12, 15, 1, 3, 16, 9, 5, 2, 18)","(3, 12, 9, 15, 13, 7, 4, 12, 6, 12, 8, 16, 15, 17, 9, 8)"
9,3,"(5, 13, 18, 15)","(18, 9, 5, 18)"
9,4,"(13, 15, 6, 8, 5, 18)","(9, 14, 14, 12, 17, 9)"
9,5,"(7, 9, 0, 19, 6, 16, 11, 13, 18, 17, 8, 10, 12, 2)","(19, 8, 9, 2, 2, 5, 7, 13, 10, 7, 2, 10, 20, 17)"
9,6,"(4, 5, 0, 1)","(1, 14, 20, 18)"
10,0,"(10, 5, 8, 12, 14, 7, 1, 3, 6, 9, 2, 0, 18, 16, 4, 11)","(2, 1, 4, 11, 5, 13, 20, 4, 20, 13, 3, 19, 2, 14, 2, 2)"
10,1,"(7, 2, 4, 0, 9, 1, 3, 5, 13, 19, 8, 11, 17, 16)","(10, 9, 9, 16, 11, 13, 4, 3, 7, 8, 17, 12, 2, 19)"
10,2,"(5, 4, 14, 16, 13, 2, 18, 10, 7, 17, 6)","(16, 10, 2, 6, 12, 2, 1, 17, 4, 8, 11)"
10,3,"(2, 12, 6, 7, 17, 16, 14, 19, 10, 11, 0, 9, 3, 15)","(5, 9, 5, 6, 20, 5, 20, 14, 14, 11, 14, 6, 16, 5)"
10,4,"(8, 18, 17, 10, 6, 9, 16, 4, 2, 11, 7, 5, 3, 15, 19, 1)","(19, 5, 12, 1, 19, 7, 19, 6, 20, 3, 4, 14, 12, 4, 15, 8)"
10,5,"(1, 10, 17, 16, 0, 5, 12, 3, 4, 8, 18, 11, 7, 19, 14, 9, 15, 13)","(11, 19, 20, 13, 9, 3, 14, 9, 11, 4, 6, 7, 4, 17, 15, 20, 17, 13)"
10,6,"(6, 4, 13, 17, 18, 12, 2, 1, 8, 7, 0, 15, 19, 3, 16, 5)","(7, 1, 6, 6, 15, 13, 5, 5, 20, 2, 20, 16, 8, 11, 20, 12)"
10,7,"(1, 5, 7, 11, 10, 17, 3, 13, 8, 9, 6, 2, 0, 15, 4, 19, 12, 16)","(19, 15, 6, 17, 2, 4, 9, 11, 12, 11, 17, 14, 2, 8, 13, 18, 5, 13)"
11,0,"(18, 16, 7, 17, 0, 6, 8, 5, 13, 4, 1, 9, 2, 11, 19, 14, 3, 10, 15, 12)","(7, 15, 17, 9, 2, 3, 18, 11, 4, 13, 13, 16, 1, 6, 6, 16, 4, 12, 1, 6)"
11,1,"(8, 1, 4, 5, 0, 9, 10, 13, 16, 3, 18)","(14, 16, 19, 11, 2, 13, 13, 7, 10, 6, 5)"
11,2,"(16, 19, 17, 5, 6, 1, 0, 11, 2, 7, 18, 9, 14, 10, 12, 15, 3, 13, 4, 8)","(13, 1, 12, 10, 16, 10, 4, 5, 18, 6, 20, 5, 8, 19, 13, 18, 18, 1, 6, 4)"
11,3,"(11, 15, 5, 9, 18, 12, 3, 6, 17, 14, 10, 1)","(18, 7, 17, 3, 4, 19, 12, 19, 17, 11, 9, 13)"
11,4,"(19, 10, 3, 4, 9, 11)","(9, 10, 2, 4, 12, 7)"
11,5,"(7, 19, 12, 2, 13, 6, 5, 9, 14, 1, 8, 11, 16, 15)","(13, 19, 3, 14, 1, 11, 20, 13, 20, 16, 10, 3, 13, 1)"
11,6,"(5, 3, 1, 16, 6, 14, 12, 0, 13, 2, 17)","(20, 7, 11, 3, 14, 15, 10, 13, 3, 14, 13)"
11,7,"(18, 17, 11, 9, 5, 0, 10, 14, 4, 8, 16, 7, 6, 1, 2, 19, 12, 13)","(19, 20, 20, 20, 19, 13, 20, 2, 16, 1, 1, 18, 9, 15, 6, 15, 1, 4)"
11,8,"(13, 17, 1, 6, 9, 4, 3, 8, 14, 11, 18, 0, 12, 2, 7, 15, 10, 16, 19, 5)","(4, 14, 11, 13, 13, 12, 3, 13, 4, 15, 11, 6, 5, 5, 13, 20, 13, 17, 8, 19)"
11,9,"(16, 5, 15, 4, 7, 10, 1, 6, 14, 3, 0, 12, 17, 2, 9, 18)","(16, 16, 6, 20, 13, 13, 8, 10, 11, 11, 15, 5, 7, 15, 13, 15)"
12,0,"(18,)","(20,)"
12,1,"(19, 11, 8, 14, 13, 15, 3, 2)","(3, 4, 3, 11, 13, 14, 11, 6)"
12,2,"(14,)","(3,)"
12,3,"(17, 7, 0, 18, 5, 6, 12, 16, 13, 11, 15, 9, 19, 2)","(10, 8, 5, 13, 14, 17, 3, 15, 18, 16, 18, 19, 17, 3)"
12,4,"(9, 6, 1, 17, 14, 15, 11)","(14, 9, 17, 18, 19, 1, 1)"
12,5,"(17, 3, 5, 11, 9, 16, 13, 14, 19, 1, 10, 7, 18, 8, 2)","(8, 7, 7, 4, 1, 16, 19, 18, 16, 12, 4, 10, 2, 13, 3)"
12,6,"(9, 8, 10, 1, 13, 0, 11, 12, 18, 19)","(3, 10, 19, 8, 5, 2, 10, 9, 16, 14)"
12,7,"(6,)","(1,)"
12,8,"(2, 14, 11, 1, 3, 12, 10, 18, 6, 19, 4, 15, 17, 0, 13, 9, 8, 5, 16)","(18, 18, 15, 5, 12, 17, 11, 14, 13, 1, 14, 1, 20, 1, 12, 6, 10, 11, 11)"
12,9,"(16,)","(13,)"
13,0,"(17, 9, 13, 15, 1, 11, 0, 6)","(18, 1, 16, 1, 20, 19, 14, 2)"
13,1,"(15, 7, 0, 11, 1, 19, 6, 8, 17, 12, 3, 4, 14, 2, 16, 13, 10, 9)","(13, 5, 9, 19, 6, 14, 14, 5, 4, 10, 5, 18, 6, 11, 7, 13, 4, 2)"
13,2,"(12, 10, 7, 14, 19, 2, 15, 6, 13, 11, 1, 16, 4, 9, 5, 18)","(1, 15, 11, 10, 16, 19, 4, 16, 3, 18, 2, 5, 19, 2, 16, 7)"
13,3,"(6, 8, 16, 5, 1, 2, 4, 14, 15, 3, 13, 19, 17, 9)","(14, 19, 17, 15, 18, 2, 9, 17, 2, 7, 10, 4, 5, 11)"
13,4,"(11,)","(15,)"
13,5,"(19, 8, 12, 7, 15, 14, 17, 11)","(2, 4, 18, 14, 7, 6, 1, 12)"
13,6,"(3, 1, 2, 7, 16, 18, 9, 5, 14, 11, 8, 19)","(6, 19, 17, 6, 10, 7, 18, 9, 7, 11, 4, 12)"
13,7,"(8, 15, 11, 16, 9, 7, 4)","(6, 11, 20, 4, 11, 12, 18)"
13,8,"(2,)","(1,)"
13,9,"(13, 17, 3, 2, 14, 5, 15, 19, 16, 0, 11)","(5, 20, 5, 6, 3, 15, 1, 3, 2, 15, 6)"
14,0,"(16, 6, 11, 15, 8, 2, 19, 12, 0)","(7, 10, 18, 14, 5, 13, 15, 18, 20)"
14,1,"(17,)","(12,)"
14,2,"(4, 18)","(9, 15)"
14,3,"(19, 12, 4, 1, 3, 2)","(15, 15, 12, 16, 17, 2)"
14,4,"(3, 2)","(8, 15)"
14,5,"(7, 0, 6)","(13, 1, 9)"
14,6,"(4, 5, 10, 0, 12, 14, 16, 6)","(9, 14, 4, 19, 10, 11, 8, 3)"
14,7,"(10, 9, 0, 18, 7, 1, 15, 8, 2, 13)","(10, 20, 15, 8, 12, 14, 11, 7, 12, 15)"
