kind,task,machine_selectable,process_time
3,3,"(18, 12, 9, 5, 11, 7, 4, 2, 19, 6, 14, 8)","(7, 13, 6, 6, 14, 14, 18, 11, 8, 12, 16, 4)"
3,4,"(13, 10, 0, 6, 14, 4, 15, 5, 11, 16)","(17, 13, 20, 12, 9, 9, 17, 10, 3, 9)"
3,5,"(6, 10, 7, 0, 18, 11, 3, 17, 2)","(12, 3, 10, 15, 5, 14, 15, 4, 19)"
3,6,"(3, 1, 12, 6, 14, 17, 7, 15)","(4, 19, 11, 11, 17, 18, 18, 13)"
4,0,"(3, 4, 11, 8, 18, 15, 9, 19, 12)","(20, 13, 19, 11, 2, 5, 10, 5, 10)"
4,1,"(15, 3, 16, 4, 18, 17, 14, 2, 7, 8)","(11, 11, 9, 3, 1, 14, 11, 16, 13, 11)"
4,2,"(12, 17, 18, 2, 16, 19, 5, 9, 14, 3, 10, 4)","(3, 13, 2, 18, 12, 14, 12, 6, 16, 8, 10, 1)"
4,3,"(18, 14, 12, 11, 9)","(3, 15, 17, 7, 1)"
4,4,"(0, 1, 19, 4, 9, 13, 16, 10, 12, 8, 2, 6, 7, 14, 3, 5, 17)","(2, 17, 9, 3, 1, 8, 18, 16, 15, 13, 11, 6, 14, 18, 20, 6, 1)"
4,5,"(3, 11)","(13, 16)"
4,6,"(19, 2, 17, 4, 15, 7, 5, 3, 10, 8, 14, 13, 12, 16, 9, 11)","(10, 13, 13, 17, 17, 14, 6, 14, 1, 2, 4, 16, 19, 9, 8, 7)"
4,7,"(17, 6, 11, 15, 8, 1)","(5, 7, 14, 18, 20, 20)"
4,8,"(9, 3, 5, 10, 8, 19, 2, 16, 6, 17, 18, 11, 4, 13)","(3, 18, 14, 8, 8, 14, 10, 4, 8, 20, 11, 19, 20, 6)"
5,0,"(7, 19, 12, 0, 11, 10, 3, 14, 6, 5, 8, 17, 1, 9, 18, 4)","(2, 11, 11, 6, 4, 12, 10, 6, 2, 16, 5, 8, 8, 7, 12, 20)"
5,1,"(9, 0, 11, 4, 13, 14, 10, 17, 6, 3, 2, 5, 7, 16, 18, 15, 1, 8, 12)","(11, 20, 16, 17, 3, 16, 4, 19, 16, 20, 15, 8, 17, 7, 13, 7, 2, 4, 14)"
5,2,"(7, 19, 1, 12, 16, 6, 9, 13, 5, 2, 4, 17, 14)","(13, 11, 7, 18, 2, 3, 5, 1, 17, 9, 17, 7, 4)"
5,3,"(17, 8, 5, 15, 1, 4, 9, 14, 7, 3, 11, 13, 10, 2, 19, 0, 12)","(20, 10, 8, 6, 20, 1, 18, 18, 11, 14, 9, 11, 15, 19, 8, 18, 20)"
5,4,"(3, 0, 6, 19, 15, 16, 5, 8, 11, 18, 2, 14, 17, 7, 1)","(9, 7, 12, 4, 20, 6, 2, 6, 10, 1, 14, 14, 18, 10, 17)"
5,5,"(13, 5, 3, 12, 18, 0, 14, 16, 6, 2, 1, 4)","(16, 16, 14, 20, 10, 20, 3, 19, 4, 8, 11, 15)"
5,6,"(3, 19, 6, 13, 18)","(6, 20, 5, 17, 3)"
5,7,"(15, 16, 7, 5, 0, 8, 17, 18, 4, 13, 14, 10, 1, 3, 6, 11, 19, 9, 2)","(12, 13, 19, 4, 2, 14, 5, 11, 11, 19, 2, 9, 3, 19, 19, 11, 5, 10, 11)"
5,8,"(4, 17, 9, 16, 14, 19)","(3, 19, 1, 16, 10, 3)"
5,9,"(15, 19, 18)","(1, 5, 9)"
6,0,"(10, 2, 12, 18, 4, 1, 6, 3, 16, 17, 9, 13, 19, 8)","(18, 12, 13, 2, 10, 2, 6, 11, 6, 13, 10, 17, 15, 11)"
6,1,"(15, 1)","(13, 7)"
6,2,"(17, 2, 7, 10, 0, 5, 18, 6)","(10, 14, 18, 1, 16, 10, 15, 10)"
6,3,"(4, 5, 17, 11, 6, 2, 0, 7, 16, 9, 3, 10, 1, 12, 13, 8, 18, 15, 14)","(7, 1, 20, 6, 4, 5, 18, 5, 3, 15, 10, 17, 14, 9, 3, 8, 19, 8, 7)"
6,4,"(7, 15, 1, 13)","(5, 18, 10, 9)"
7,0,"(19, 9, 11, 0, 4)","(6, 8, 9, 6, 4)"
7,1,"(4, 7, 8, 5, 19, 17, 11, 14, 3, 1, 6, 0, 15, 13, 12, 9, 16, 18, 2)","(2, 2, 5, 10, 15, 2, 1, 13, 8, 18, 11, 2, 14, 1, 17, 14, 13, 14, 12)"
7,2,"(1, 5, 15, 10)","(1, 12, 6, 19)"
7,3,"(16, 7, 5, 13, 4, 10, 12, 2, 11, 17, 14, 6, 15, 1, 19, 0, 8)","(9, 15, 5, 2, 18, 5, 17, 11, 9, 15, 10, 11, 20, 3, 10, 19, 5)"
7,4,"(9, 17, 19, 13, 16, 8, 12, 2, 1, 11, 7, 6, 5, 14)","(4, 14, 9, 3, 16, 16, 15, 15, 19, 1, 5, 3, 1, 7)"
7,5,"(13, 11, 10, 17, 9, 4)","(13, 9, 8, 19, 3, 19)"
8,0,"(14, 1, 19, 17, 4, 0, 16, 7, 15, 9, 2, 5, 10, 18, 11, 12)","(1, 20, 16, 1, 15, 11, 7, 1, 17, 9, 18, 20, 19, 6, 14, 2)"
8,1,"(9, 11, 6, 5, 19, 8, 15, 10, 13, 12, 0, 14, 7, 1, 3, 18, 2)","(2, 5, 6, 8, 2, 6, 13, 3, 9, 19, 3, 20, 18, 15, 12, 2, 19)"
8,2,"(1, 16, 18, 2, 11, 3, 12, 14, 8, 7, 5, 0)","(14, 14, 17, 5, 16, 15, 8, 19, 3, 13, 11, 10)"
8,3,"(19, 1, 10, 18)","(6, 4, 15, 14)"
8,4,"(0, 3, 17, 7, 9, 18, 16, 6)","(4, 3, 14, 17, 10, 12, 13, 12)"
