kind,task,machine_selectable,process_time
7,8,"(12, 13, 4, 2, 6, 1, 5, 7, 15, 11, 0, 8, 14, 18, 9, 3, 17, 19)","(2, 17, 13, 5, 2, 20, 13, 19, 12, 20, 1, 12, 4, 3, 10, 20, 7, 16)"
8,0,"(3, 16, 13, 1, 14)","(18, 1, 7, 17, 4)"
8,1,"(2, 11, 15, 14, 12, 8, 18)","(12, 17, 4, 19, 14, 6, 6)"
8,2,"(16, 4, 13, 17, 10, 18, 0, 5, 11, 2, 19, 6, 15)","(12, 9, 2, 6, 20, 7, 15, 9, 18, 3, 9, 12, 9)"
8,3,"(5, 2)","(14, 8)"
8,4,"(7, 17, 18, 0, 9, 14, 3, 8, 12, 16, 4, 5, 15, 6, 1, 10)","(3, 19, 1, 7, 9, 17, 1, 10, 14, 4, 19, 3, 18, 2, 16, 6)"
8,5,"(0, 4, 11, 13, 3, 6, 18, 2, 10, 14, 12, 8, 7, 9, 17, 5, 16)","(14, 8, 20, 10, 20, 10, 5, 7, 1, 5, 4, 18, 6, 11, 16, 12, 8)"
8,6,"(16, 11)","(9, 16)"
8,7,"(15, 0, 8, 9, 6, 13, 19, 18, 10, 5)","(16, 3, 17, 9, 1, 12, 7, 17, 13, 6)"
8,8,"(9, 1, 12)","(17, 13, 17)"
9,0,"(17, 6, 16, 12, 2)","(4, 13, 9, 9, 14)"
9,1,"(12, 5, 4, 11, 13, 7, 16, 18, 19, 0, 3, 8, 9, 17)","(14, 15, 20, 10, 19, 16, 9, 4, 4, 6, 12, 14, 18, 15)"
9,2,"(18, 1, 10, 12, 8, 2, 15, 9, 17, 4, 6, 16)","(7, 16, 17, 4, 17, 18, 5, 20, 20, 1, 9, 20)"
9,3,"(17, 12, 18, 2, 0)","(14, 15, 19, 20, 3)"
9,4,"(3, 11, 19, 2, 5, 12, 10, 17)","(6, 7, 15, 7, 20, 16, 12, 18)"
9,5,"(19, 17, 1, 2, 8, 14, 10, 6, 16)","(14, 12, 15, 4, 14, 8, 11, 15, 17)"
9,6,"(7, 16, 1, 8, 5, 0, 19, 4, 3, 15, 12, 18, 17, 10, 11)","(7, 2, 1, 15, 9, 1, 20, 18, 9, 12, 14, 20, 14, 19, 2)"
9,7,"(12, 15, 8, 19, 16, 0, 17, 9, 4, 2, 1, 7, 13)","(16, 8, 17, 16, 6, 15, 17, 1, 13, 13, 10, 20, 10)"
9,8,"(7, 13, 18, 3, 0, 6, 12, 15, 8, 9)","(9, 2, 7, 13, 16, 17, 19, 1, 11, 9)"
10,0,"(11, 6, 18, 5, 9, 12, 10, 0)","(16, 10, 13, 9, 11, 18, 16, 16)"
10,1,"(19, 7, 2, 0, 8, 17, 12, 3, 10, 4, 9, 15, 5, 11)","(4, 16, 1, 4, 6, 5, 16, 1, 18, 19, 16, 6, 2, 17)"
10,2,"(10, 18, 3, 4, 13, 12, 1, 19, 7)","(19, 1, 9, 1, 14, 20, 18, 4, 13)"
10,3,"(8, 12, 2, 4, 17, 16, 1, 15, 6, 3, 0, 19, 10, 18, 7, 13)","(2, 10, 6, 7, 19, 14, 4, 11, 6, 6, 16, 9, 2, 19, 16, 18)"
10,4,"(16, 9, 8, 3, 18, 14, 7)","(16, 4, 14, 4, 4, 4, 5)"
10,5,"(7, 2, 15, 8, 12, 10, 11, 16, 1, 13, 17, 18, 6, 0, 5, 4, 3, 14, 9)","(4, 5, 11, 11, 19, 20, 2, 7, 12, 5, 14, 13, 14, 4, 16, 11, 2, 12, 10)"
10,6,"(15, 18, 11, 5, 10, 6, 16)","(1, 15, 7, 12, 14, 19, 6)"
10,7,"(4, 2, 3, 6, 0, 12, 7, 1, 11, 15, 14)","(16, 9, 7, 9, 3, 1, 15, 9, 10, 2, 20)"
10,8,"(12, 15, 3, 18, 0, 16, 1, 17, 19, 7, 10, 2)","(3, 5, 20, 20, 2, 19, 7, 12, 2, 20, 14, 8)"
11,0,"(0, 10, 12, 16, 9, 7, 13, 5, 11, 15, 14, 1, 18, 2, 4, 17, 8, 19, 3)","(16, 9, 2, 14, 8, 6, 3, 4, 20, 17, 11, 20, 5, 2, 19, 3, 1, 1, 6)"
11,1,"(6, 12, 15, 5, 9, 11, 16, 10, 1, 7, 18, 13, 4, 17, 0, 2, 19, 3)","(7, 6, 12, 8, 9, 3, 6, 1, 12, 17, 4, 2, 12, 6, 3, 4, 12, 11)"
11,2,"(8, 19, 6, 9, 15, 13, 2, 4, 17, 12, 10, 5)","(9, 15, 12, 15, 14, 3, 16, 12, 16, 19, 6, 8)"
11,3,"(13, 1, 14, 0, 17, 5, 10, 2, 7, 16, 8, 3, 4, 19, 11, 12, 9, 18, 6, 15)","(5, 1, 2, 13, 13, 13, 14, 13, 16, 3, 7, 13, 13, 1, 13, 20, 2, 6, 10, 17)"
11,4,"(16, 14, 0, 5, 11, 18, 8, 19, 10, 6, 1, 12, 13, 15, 2)","(16, 13, 10, 3, 16, 15, 13, 8, 14, 17, 12, 17, 16, 10, 20)"
11,5,"(0,)","(11,)"
