kind,task,machine_selectable,process_time
11,9,"(8, 9, 3, 2, 1, 7, 6, 4)","(1, 5, 8, 16, 6, 2, 12, 11)"
12,0,"(9, 5, 3)","(4, 3, 10)"
12,1,"(5, 8, 1, 7)","(2, 20, 1, 7)"
12,2,"(5, 2, 8, 1)","(2, 4, 16, 18)"
12,3,"(6, 4, 5, 3, 1, 9)","(1, 15, 17, 7, 5, 2)"
12,4,"(2, 5)","(12, 4)"
12,5,"(1, 5, 9, 8)","(12, 5, 7, 15)"
12,6,"(5, 1, 8, 2, 9, 7, 3, 4)","(14, 12, 10, 16, 20, 4, 10, 19)"
12,7,"(4,)","(17,)"
12,8,"(7, 2, 4, 1, 0, 5, 3, 9)","(15, 8, 4, 14, 13, 13, 11, 6)"
